name,rmsd_start,rmsd_end,plddt,ptm,rmsd_constraint,langevin,single_state_plddt,single_state_rmsd,curvature_mean,curvature_max,score,-PLL
5KPE_2_2_1_combined_id24,1.69236421585083,0.9560309648513794,89.31685185185185,0.75,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,0.1952,2.189691331651476
5KPE_2_2_1_combined_id3,1.25911283493042,1.3294974565505981,89.32462962962961,0.76,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,0.2058,2.115931193033854
5KPE_2_2_1_combined_id4,1.4410737752914429,1.2956637144088745,89.59703703703703,0.76,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,0.1784,2.1487373069480613
5KPE_2_2_1_combined_id5,1.2683357000350952,1.231558918952942,86.08833333333335,0.7,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,0.1988,2.2235649956597223
5KPE_2_2_1_combined_id6,1.2922601699829102,1.3641911745071411,90.85074074074076,0.76,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,0.1937,2.3201676827889903
5KPE_2_2_1_combined_id7,1.431594967842102,1.0963990688323975,90.06,0.76,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,0.1744,2.360108552155672
5KPE_2_2_1_combined_id8,1.33549165725708,1.7971407175064087,85.81416666666667,0.72,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,0.1698,2.649580778899016
5KPE_2_2_1_combined_id9,1.5155608654022217,1.3396835327148438,93.0112037037037,0.81,2,2,88.91898148148148,0.6073800921440125,20.498295,71.06506,0.1882,1.963860547101056
5KPE_2_2_2_combined_id1,0.9908696413040161,1.315842866897583,89.81962962962963,0.77,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1785,2.4823209974500866
5KPE_2_2_2_combined_id10,1.5111279487609863,1.2687031030654907,86.94314814814814,0.72,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1794,2.4534007884837963
5KPE_2_2_2_combined_id11,0.9334531426429749,1.7292717695236206,92.50944444444444,0.82,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1704,2.421911451551649
5KPE_2_2_2_combined_id12,11.662808418273926,11.63374137878418,85.69351851851852,0.72,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.2025,2.251966405797888
5KPE_2_2_2_combined_id13,10.560917854309082,10.280611991882324,82.97111111111111,0.68,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1938,2.201885647243924
5KPE_2_2_2_combined_id14,1.6838161945343018,1.2970081567764282,90.1875925925926,0.77,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1963,2.1387846204969616
5KPE_2_2_2_combined_id15,3.694025754928589,4.259746074676514,84.71472222222222,0.63,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1852,2.3280732896592884
5KPE_2_2_2_combined_id16,1.3725396394729614,1.2917338609695435,87.72240740740745,0.72,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1887,2.1191238120750144
5KPE_2_2_2_combined_id17,1.2873985767364502,1.6698205471038818,94.04046296296298,0.85,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1926,2.331556249547888
5KPE_2_2_2_combined_id18,10.596688270568848,11.334029197692871,79.4862962962963,0.65,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1755,2.3412837275752314
5KPE_2_2_2_combined_id19,1.4552258253097534,1.2227040529251099,87.46490740740741,0.72,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1694,2.213004783347801
5KPE_2_2_2_combined_id20,1.5882750749588013,1.2016494274139404,89.5813888888889,0.7,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1996,2.1016031901041665
5KPE_2_2_2_combined_id21,1.7496211528778076,1.3284971714019775,87.91953703703703,0.77,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1761,2.484458358199508
5KPE_2_2_2_combined_id22,1.443882942199707,1.2539688348770142,90.85666666666668,0.78,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1882,2.2349330760814525
5KPE_2_2_2_combined_id23,1.2246149778366089,1.603762149810791,90.44907407407408,0.78,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1896,2.422776116265191
5KPE_2_2_2_combined_id24,1.4750877618789673,1.0429271459579468,86.83333333333333,0.71,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1869,2.3358247545030384
5KPE_2_2_2_combined_id3,1.2821030616760254,1.5524265766143799,88.24157407407405,0.75,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1841,2.3952659324363426
5KPE_2_2_2_combined_id4,1.2982829809188843,1.5774561166763306,90.39842592592592,0.8,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1867,2.6485022085684315
5KPE_2_2_2_combined_id5,1.3936386108398438,1.2790372371673584,91.42074074074073,0.79,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1831,2.3113719798900463
5KPE_2_2_2_combined_id6,1.61024010181427,1.4588390588760376,88.62324074074074,0.73,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1708,2.403674655490452
5KPE_2_2_2_combined_id7,1.4667679071426392,1.6930441856384277,85.90342592592593,0.71,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1586,2.46859289098669
5KPE_2_2_2_combined_id8,10.856322288513184,10.994270324707031,81.22805555555558,0.63,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1873,2.381683349609375
5KPE_2_2_2_combined_id9,3.4476380348205566,3.718193292617798,85.88842592592592,0.7,2,2,92.23935185185184,0.7247961759567261,20.760426,71.897865,0.1847,2.415079187463831
5KPE_2_2_3_combined_id1,1.5541584491729736,1.1250767707824707,86.44527777777778,0.71,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.2148,1.9890903896755645
5KPE_2_2_3_combined_id10,1.4276795387268066,1.1745644807815552,84.7535185185185,0.68,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.1943,1.9022308632179543
5KPE_2_2_3_combined_id11,1.1381676197052002,1.2084629535675049,90.24879629629628,0.76,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.1863,2.384105258517795
5KPE_2_2_3_combined_id12,10.146809577941895,10.899295806884766,72.39472222222223,0.59,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.2001,2.112414889865452
5KPE_2_2_3_combined_id13,1.7050594091415405,1.2702747583389282,87.51499999999999,0.75,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.2106,2.043569211606626
5KPE_2_2_3_combined_id14,1.8243193626403809,0.9583860039710999,87.92611111111111,0.72,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.1923,2.040516040943287
5KPE_2_2_3_combined_id15,1.547016978263855,1.258925199508667,87.08740740740738,0.75,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.1976,2.396113077799479
5KPE_2_2_3_combined_id16,1.7498918771743774,1.0690420866012573,89.645,0.79,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.1938,2.067079897280093
5KPE_2_2_3_combined_id17,1.1672776937484741,1.2267602682113647,92.2462962962963,0.81,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.1975,2.327376471625434
5KPE_2_2_3_combined_id18,1.5053504705429077,1.3322616815567017,92.18453703703702,0.81,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.2018,2.1296217176649304
5KPE_2_2_3_combined_id19,1.2013081312179565,1.3745990991592407,86.34398148148146,0.74,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.2095,2.292874230278863
5KPE_2_2_3_combined_id2,1.42457914352417,1.1184221506118774,88.86925925925927,0.74,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.2164,2.114057328965929
5KPE_2_2_3_combined_id21,1.360626220703125,1.083767294883728,81.70425925925926,0.68,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.178,2.3367880362051503
5KPE_2_2_3_combined_id22,1.548342227935791,2.0882184505462646,83.48453703703704,0.66,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.1916,2.1700801142939814
5KPE_2_2_3_combined_id23,1.347473382949829,1.5587456226348877,85.81648148148149,0.67,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.209,2.0898980034722223
5KPE_2_2_3_combined_id24,1.684726595878601,1.3282654285430908,87.69546296296295,0.72,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.1854,2.034876788104022
5KPE_2_2_3_combined_id3,1.111667513847351,1.3199310302734375,87.90046296296298,0.74,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.2129,2.4240937409577548
5KPE_2_2_3_combined_id4,1.7442489862442017,0.8437528014183044,87.04814814814816,0.72,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.1893,2.416471975821036
5KPE_2_2_3_combined_id5,1.2099189758300781,1.395334243774414,86.70518518518517,0.73,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.1809,2.4459070276331016
5KPE_2_2_3_combined_id6,1.680212378501892,1.2148001194000244,87.67037037037038,0.76,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.1967,2.0508835404007524
5KPE_2_2_3_combined_id7,1.2647229433059692,1.6870843172073364,90.13777777777776,0.77,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.2111,2.053248935275608
5KPE_2_2_3_combined_id8,1.2070398330688477,1.4711682796478271,88.90666666666668,0.77,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.184,2.4440268057364003
5KPE_2_2_3_combined_id9,1.4949047565460205,1.2460612058639526,91.5874074074074,0.79,2,2,90.62250000000002,0.909903883934021,21.133627,71.355736,0.1995,2.080031642207393
5KPE_2_2_5_combined_id1,1.1529287099838257,1.471728801727295,90.00685185185183,0.74,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.201,2.3488347088849104
5KPE_2_2_5_combined_id10,2.7670772075653076,2.917598009109497,68.08138888888888,0.56,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1781,2.452373363353588
5KPE_2_2_5_combined_id11,1.556125283241272,1.440248966217041,89.34537037037036,0.78,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.2049,2.218513771339699
5KPE_2_2_5_combined_id12,1.3964769840240479,1.1046150922775269,88.59324074074074,0.74,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1721,2.559981734664352
5KPE_2_2_5_combined_id13,1.174703598022461,1.3917088508605957,83.3787962962963,0.66,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1819,2.26909496166088
5KPE_2_2_5_combined_id14,1.5758594274520874,1.4536386728286743,90.0362037037037,0.8,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1892,2.45842855947989
5KPE_2_2_5_combined_id15,1.3565798997879028,1.375684142112732,88.30685185185185,0.72,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1878,2.0988358391655817
5KPE_2_2_5_combined_id16,1.1883646249771118,1.5439231395721436,92.01694444444446,0.81,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1732,2.7425257364908853
5KPE_2_2_5_combined_id17,1.208701729774475,1.40071439743042,86.65694444444445,0.7,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1658,3.0024781403718173
5KPE_2_2_5_combined_id18,10.668684005737305,11.57689380645752,74.60564814814815,0.64,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1749,2.3761413009078414
5KPE_2_2_5_combined_id19,1.5722482204437256,1.2187472581863403,90.20361111111112,0.78,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1868,2.384823551884404
5KPE_2_2_5_combined_id2,1.8723208904266357,1.513343334197998,89.94759259259257,0.77,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1731,2.2634130407262734
5KPE_2_2_5_combined_id20,1.4335908889770508,1.435344934463501,91.45925925925924,0.79,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1792,2.407923380533854
5KPE_2_2_5_combined_id21,1.391693353652954,1.5501502752304077,91.29027777777776,0.79,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1929,2.5941653781467013
5KPE_2_2_5_combined_id22,10.456685066223145,11.40978717803955,73.55564814814814,0.62,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.2008,2.016659206814236
5KPE_2_2_5_combined_id23,1.211773157119751,1.6139875650405884,87.00185185185184,0.73,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.168,2.449101200810185
5KPE_2_2_5_combined_id24,0.9936813712120056,1.2269960641860962,87.95425925925927,0.7,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.189,2.362901899549696
5KPE_2_2_5_combined_id3,1.2123050689697266,1.8243261575698853,92.92287037037038,0.81,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.2091,2.412996927897136
5KPE_2_2_5_combined_id4,1.5232380628585815,1.2565944194793701,88.13611111111112,0.76,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1821,2.459504021538629
5KPE_2_2_5_combined_id5,1.8860149383544922,1.3100450038909912,90.3646296296296,0.79,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.2158,2.238458421495226
5KPE_2_2_5_combined_id6,1.6888787746429443,1.284460425376892,90.4174074074074,0.8,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1801,2.4286696822554976
5KPE_2_2_5_combined_id7,1.3810980319976807,1.3166999816894531,93.34759259259256,0.83,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1905,2.501894067834925
5KPE_2_2_5_combined_id8,1.515677571296692,1.1914958953857422,92.21787037037036,0.8,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.1905,2.6245724713360823
5KPE_2_2_5_combined_id9,1.4888286590576172,1.5792728662490845,83.62944444444445,0.65,2,2,92.53296296296296,0.8385143280029297,20.67701,68.1722,0.2013,2.258502253779658
5KPE_2_2_6_combined_id1,1.3954449892044067,1.1674079895019531,87.38101851851854,0.76,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1824,2.5545871875904225
5KPE_2_2_6_combined_id10,1.6212129592895508,1.1807892322540283,92.06675925925924,0.81,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1984,2.4345499674479165
5KPE_2_2_6_combined_id11,1.5874799489974976,1.2133702039718628,90.91314814814814,0.79,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1756,2.6159489949544272
5KPE_2_2_6_combined_id12,1.5371941328048706,1.556659460067749,89.4038888888889,0.79,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1777,2.817313865379051
5KPE_2_2_6_combined_id13,1.6478062868118286,1.0355831384658813,89.23259259259258,0.77,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1745,2.4684600830078125
5KPE_2_2_6_combined_id14,1.329819917678833,1.3979313373565674,90.90935185185188,0.78,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1905,2.434477346914786
5KPE_2_2_6_combined_id15,1.4546602964401245,1.1345958709716797,89.56,0.77,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1832,2.490804036458333
5KPE_2_2_6_combined_id16,1.7345945835113525,1.2962769269943237,84.55250000000002,0.7,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1986,2.34774003205476
5KPE_2_2_6_combined_id17,1.998878002166748,1.6698025465011597,89.2462037037037,0.78,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1784,2.3616519504123263
5KPE_2_2_6_combined_id18,1.5077062845230103,1.3709319829940796,93.61824074074072,0.84,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1679,2.9070267853913485
5KPE_2_2_6_combined_id19,1.6161563396453857,1.2692646980285645,86.61462962962963,0.72,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1793,2.4457968252676503
5KPE_2_2_6_combined_id2,1.0358936786651611,1.4947057962417603,90.32416666666668,0.78,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1796,2.716725949887876
5KPE_2_2_6_combined_id20,1.8171706199645996,1.1155674457550049,86.41046296296297,0.75,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1776,2.113329428213614
5KPE_2_2_6_combined_id21,1.2612253427505493,1.5712921619415283,88.19148148148149,0.75,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1862,2.920678315339265
5KPE_2_2_6_combined_id22,1.3142775297164917,1.3678491115570068,87.93574074074074,0.76,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1866,2.2928199768066406
5KPE_2_2_6_combined_id23,1.5298547744750977,1.093164086341858,91.64018518518516,0.79,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1779,2.35465325249566
5KPE_2_2_6_combined_id24,2.1215567588806152,1.7276074886322021,89.29074074074073,0.77,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1674,2.312378777398004
5KPE_2_2_6_combined_id3,1.8190265893936157,1.1022578477859497,87.08944444444444,0.72,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1827,2.2446119520399304
5KPE_2_2_6_combined_id4,1.5737661123275757,1.229287028312683,92.52564814814816,0.82,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1887,2.3910395304361978
5KPE_2_2_6_combined_id5,1.8975237607955933,1.1919872760772705,89.71064814814817,0.79,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1901,2.2241688481083624
5KPE_2_2_6_combined_id6,1.527708649635315,1.3661079406738281,90.3287962962963,0.77,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1974,2.324749134205006
5KPE_2_2_6_combined_id7,1.2928601503372192,1.3036848306655884,89.74120370370372,0.77,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1904,2.352236147280093
5KPE_2_2_6_combined_id8,1.6865977048873901,1.5237698554992676,88.00564814814813,0.74,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.175,2.5148354989511
5KPE_2_2_6_combined_id9,1.7308913469314575,1.2696304321289062,86.9186111111111,0.76,2,2,93.75148148148148,0.8996102213859558,20.985851,70.200714,0.1789,2.5386067143193
5KPE_2_2_7_combined_id1,1.539501667022705,1.207654595375061,93.23935185185184,0.83,2,2,87.78296296296296,0.7020296454429626,21.243507,71.84392,0.1925,2.5568522700557
5KPE_2_2_7_combined_id10,1.4082283973693848,1.2618728876113892,86.81481481481481,0.69,2,2,87.78296296296296,0.7020296454429626,21.243507,71.84392,0.2184,2.2451794942220054
5KPE_2_2_7_combined_id11,5.705578804016113,5.701927185058594,77.95333333333332,0.59,2,2,87.78296296296296,0.7020296454429626,21.243507,71.84392,0.1796,2.4551928484881365
5KPE_2_2_7_combined_id12,1.358528971672058,1.4471441507339478,87.45962962962962,0.72,2,2,87.78296296296296,0.7020296454429626,21.243507,71.84392,0.2097,2.43221198187934
5KPE_2_2_7_combined_id13,1.4909542798995972,1.2454167604446411,89.27305555555556,0.75,2,2,87.78296296296296,0.7020296454429626,21.243507,71.84392,0.1988,2.4723917643229165
5KPE_2_2_7_combined_id14,1.092852234840393,1.5668063163757324,90.20583333333332,0.76,2,2,87.78296296296296,0.7020296454429626,21.243507,71.84392,0.181,2.661836412217882
5KPE_2_2_7_combined_id15,1.093398094177246,1.4478319883346558,89.28851851851853,0.74,2,2,87.78296296296296,0.7020296454429626,21.243507,71.84392,0.1872,2.707803796838831
5KPE_2_2_7_combined_id16,9.1580228805542,9.365602493286133,77.48787037037037,0.65,2,2,87.78296296296296,0.7020296454429626,21.243507,71.84392,0.1727,2.806256894712095
5KPE_2_2_7_combined_id17,0.9644124507904053,1.5658810138702393,90.50212962962964,0.77,2,2,87.78296296296296,0.7020296454429626,21.243507,71.84392,0.1909,2.744098522044994
5KPE_2_2_7_combined_id18,11.586302757263184,11.35152816772461,75.45888888888891,0.61,2,2,87.78296296296296,0.7020296454429626,21.243507,71.84392,0.2227,2.1214141845703125
5KPE_2_2_7_combined_id19,1.5265740156173706,1.8561511039733887,85.2585185185185,0.74,2,2,87.78296296296296,0.7020296454429626,21.243507,71.84392,0.1794,2.5062580815068
5KPE_2_2_7_combined_id2,1.3278414011001587,2.013305902481079,80.50027777777778,0.64,2,2,87.78296296296296,0.7020296454429626,21.243507,71.84392,0.1705,2.8042579933449074
